Expiration,Strike,Mid_Matrix
0.0109589041096,105.0,74.45
0.0109589041096,110.0,69.525
0.0109589041096,115.0,64.475
0.0109589041096,120.0,59.575
0.0109589041096,125.0,54.575
0.0109589041096,130.0,49.65
0.0109589041096,135.0,44.675
0.0109589041096,140.0,39.7
0.0109589041096,141.0,38.825
0.0109589041096,142.0,37.825
0.0109589041096,143.0,36.825
0.0109589041096,144.0,35.825
0.0109589041096,145.0,34.625
0.0109589041096,146.0,33.825
0.0109589041096,147.0,32.825
0.0109589041096,148.0,31.875
0.0109589041096,149.0,30.825
0.0109589041096,150.0,29.6
0.0109589041096,152.5,27.475
0.0109589041096,155.0,24.675
0.0109589041096,157.5,22.55
0.0109589041096,160.0,19.9
0.0109589041096,162.5,17.7
0.0109589041096,165.0,14.95
0.0109589041096,167.5,12.5
0.0109589041096,170.0,10.275
0.0109589041096,172.5,8.2
0.0109589041096,175.0,6.1
0.0109589041096,177.5,4.125
0.0109589041096,180.0,2.615
0.0109589041096,182.5,1.475
0.0109589041096,185.0,0.74
0.0109589041096,187.5,0.34
0.0109589041096,190.0,0.15
0.0109589041096,192.5,0.245
0.0109589041096,195.0,0.075
0.0109589041096,197.5,0.07
0.0109589041096,200.0,0.045
0.0109589041096,202.5,0.055
0.0109589041096,205.0,0.07
0.0109589041096,207.5,0.2
0.0109589041096,210.0,0.195
0.0109589041096,212.5,0.22
0.0109589041096,215.0,0.275
0.0109589041096,217.5,0.255
0.0109589041096,220.0,0.285
0.0109589041096,222.5,0.255
0.0109589041096,225.0,0.035
0.0109589041096,227.5,0.255
0.0109589041096,230.0,0.255
0.0109589041096,232.5,0.255
0.0109589041096,235.0,0.255
0.0109589041096,240.0,0.255
0.0109589041096,245.0,0.255
0.0301369863014,115.0,64.25
0.0301369863014,120.0,59.525
0.0301369863014,125.0,54.675
0.0301369863014,130.0,49.625
0.0301369863014,135.0,44.625
0.0301369863014,140.0,39.625
0.0301369863014,145.0,34.45
0.0301369863014,148.0,31.475
0.0301369863014,149.0,30.575
0.0301369863014,150.0,29.5
0.0301369863014,152.5,27.125
0.0301369863014,155.0,24.625
0.0301369863014,157.5,22.525
0.0301369863014,160.0,20.075
0.0301369863014,162.5,17.55
0.0301369863014,165.0,15.3
0.0301369863014,167.5,13.1
0.0301369863014,170.0,11.05
0.0301369863014,172.5,8.825
0.0301369863014,175.0,7.05
0.0301369863014,177.5,5.225
0.0301369863014,180.0,3.725
0.0301369863014,182.5,2.51
0.0301369863014,185.0,1.57
0.0301369863014,187.5,0.97
0.0301369863014,190.0,0.57
0.0301369863014,192.5,0.305
0.0301369863014,195.0,0.28
0.0301369863014,197.5,0.215
0.0301369863014,200.0,0.12
0.0301369863014,202.5,0.205
0.0301369863014,205.0,0.07
0.0301369863014,207.5,0.215
0.0301369863014,210.0,0.2
0.0301369863014,212.5,0.24
0.0301369863014,215.0,0.215
0.0301369863014,217.5,0.27
0.0301369863014,220.0,0.265
0.0301369863014,225.0,0.25
0.0301369863014,230.0,0.25
0.0493150684932,95.0,84.275
0.0493150684932,100.0,79.275
0.0493150684932,105.0,74.6
0.0493150684932,110.0,69.575
0.0493150684932,115.0,64.3
0.0493150684932,120.0,59.825
0.0493150684932,125.0,54.85
0.0493150684932,130.0,49.875
0.0493150684932,135.0,44.625
0.0493150684932,140.0,40.275
0.0493150684932,141.0,39.375
0.0493150684932,142.0,37.925
0.0493150684932,143.0,36.25
0.0493150684932,144.0,35.95
0.0493150684932,145.0,34.775
0.0493150684932,146.0,34.0
0.0493150684932,147.0,33.475
0.0493150684932,148.0,32.25
0.0493150684932,149.0,31.45
0.0493150684932,150.0,30.475
0.0493150684932,152.5,28.05
0.0493150684932,155.0,25.475
0.0493150684932,157.5,22.85
0.0493150684932,160.0,20.525
0.0493150684932,162.5,18.4
0.0493150684932,165.0,16.15
0.0493150684932,167.5,13.45
0.0493150684932,170.0,11.425
0.0493150684932,172.5,9.425
0.0493150684932,175.0,7.775
0.0493150684932,177.5,6.225
0.0493150684932,180.0,4.775
0.0493150684932,182.5,3.55
0.0493150684932,185.0,2.48
0.0493150684932,187.5,1.735
0.0493150684932,190.0,1.17
0.0493150684932,192.5,0.755
0.0493150684932,195.0,0.45
0.0493150684932,197.5,0.28
0.0493150684932,200.0,0.18
0.0493150684932,202.5,0.095
0.0493150684932,205.0,0.095
0.0493150684932,207.5,0.07
0.0493150684932,210.0,0.075
0.0493150684932,212.5,0.06
0.0493150684932,215.0,0.05
0.0493150684932,217.5,0.04
0.0493150684932,220.0,0.045
0.0493150684932,222.5,0.05
0.0493150684932,225.0,0.02
0.0493150684932,227.5,0.03
0.0493150684932,230.0,0.035
0.0493150684932,232.5,0.03
0.0493150684932,235.0,0.035
0.0493150684932,237.5,0.025
0.0493150684932,240.0,0.03
0.0493150684932,242.5,0.025
0.0493150684932,245.0,0.05
0.0493150684932,247.5,0.025
0.0493150684932,250.0,0.04
0.0493150684932,255.0,0.035
0.0493150684932,260.0,0.03
0.0493150684932,265.0,0.03
0.0493150684932,270.0,0.03
0.0493150684932,275.0,0.03
0.0493150684932,280.0,0.03
0.0493150684932,285.0,28.525
0.0684931506849,110.0,69.825
0.0684931506849,115.0,64.85
0.0684931506849,120.0,59.875
0.0684931506849,125.0,54.925
0.0684931506849,130.0,49.725
0.0684931506849,135.0,44.55
0.0684931506849,140.0,40.0
0.0684931506849,145.0,34.775
0.0684931506849,149.0,31.15
0.0684931506849,150.0,30.15
0.0684931506849,152.5,27.7
0.0684931506849,155.0,25.9
0.0684931506849,157.5,22.875
0.0684931506849,160.0,20.525
0.0684931506849,162.5,18.25
0.0684931506849,165.0,16.2
0.0684931506849,167.5,13.975
0.0684931506849,170.0,11.95
0.0684931506849,172.5,10.025
0.0684931506849,175.0,8.2
0.0684931506849,177.5,6.8
0.0684931506849,180.0,5.375
0.0684931506849,182.5,4.15
0.0684931506849,185.0,3.07
0.0684931506849,187.5,2.155
0.0684931506849,190.0,1.535
0.0684931506849,192.5,1.06
0.0684931506849,195.0,0.725
0.0684931506849,197.5,0.51
0.0684931506849,200.0,0.335
0.0684931506849,202.5,0.24
0.0684931506849,205.0,0.16
0.0684931506849,207.5,0.11
0.0684931506849,210.0,0.075
0.0684931506849,212.5,0.08
0.0684931506849,215.0,0.065
0.0684931506849,217.5,0.055
0.0684931506849,220.0,0.075
0.0684931506849,225.0,0.06
0.0684931506849,230.0,0.04
0.0876712328767,115.0,64.875
0.0876712328767,120.0,59.975
0.0876712328767,125.0,55.2
0.0876712328767,130.0,49.7
0.0876712328767,135.0,45.45
0.0876712328767,140.0,40.15
0.0876712328767,145.0,35.3
0.0876712328767,150.0,30.5
0.0876712328767,152.5,28.15
0.0876712328767,155.0,26.0
0.0876712328767,157.5,23.5
0.0876712328767,160.0,21.1
0.0876712328767,162.5,18.95
0.0876712328767,165.0,16.55
0.0876712328767,167.5,14.425
0.0876712328767,170.0,12.475
0.0876712328767,172.5,10.625
0.0876712328767,175.0,8.875
0.0876712328767,177.5,7.5
0.0876712328767,180.0,6.025
0.0876712328767,182.5,4.675
0.0876712328767,185.0,3.65
0.0876712328767,187.5,2.685
0.0876712328767,190.0,2.045
0.0876712328767,192.5,1.53
0.0876712328767,195.0,1.065
0.0876712328767,197.5,0.765
0.0876712328767,200.0,0.495
0.0876712328767,202.5,0.385
0.0876712328767,205.0,0.265
0.0876712328767,207.5,0.195
0.0876712328767,210.0,0.145
0.0876712328767,212.5,0.11
0.0876712328767,215.0,0.09
0.0876712328767,217.5,0.07
0.0876712328767,220.0,0.07
0.0876712328767,222.5,0.07
0.0876712328767,225.0,0.05
0.0876712328767,230.0,0.05
0.0876712328767,235.0,0.045
0.106849315068,140.0,40.125
0.106849315068,145.0,35.475
0.106849315068,147.0,33.55
0.106849315068,148.0,32.6
0.106849315068,149.0,31.65
0.106849315068,150.0,30.7
0.106849315068,152.5,28.35
0.106849315068,155.0,26.05
0.106849315068,157.5,23.95
0.106849315068,160.0,21.475
0.106849315068,162.5,19.175
0.106849315068,165.0,16.925
0.106849315068,167.5,14.825
0.106849315068,170.0,12.9
0.106849315068,172.5,11.075
0.106849315068,175.0,9.35
0.106849315068,177.5,7.875
0.106849315068,180.0,6.45
0.106849315068,182.5,5.3
0.106849315068,185.0,4.025
0.106849315068,187.5,3.185
0.106849315068,190.0,2.425
0.106849315068,192.5,1.805
0.106849315068,195.0,1.34
0.106849315068,197.5,0.955
0.106849315068,200.0,0.7
0.106849315068,202.5,0.51
0.106849315068,205.0,0.355
0.106849315068,207.5,0.26
0.106849315068,210.0,0.195
0.106849315068,212.5,0.145
0.106849315068,215.0,0.11
0.106849315068,220.0,0.07
0.106849315068,225.0,0.065
0.145205479452,95.0,84.85
0.145205479452,100.0,79.875
0.145205479452,105.0,74.6
0.145205479452,110.0,69.95
0.145205479452,115.0,65.475
0.145205479452,120.0,60.525
0.145205479452,125.0,55.0
0.145205479452,130.0,50.725
0.145205479452,135.0,45.4
0.145205479452,140.0,40.975
0.145205479452,145.0,36.2
0.145205479452,150.0,31.275
0.145205479452,155.0,26.675
0.145205479452,160.0,22.225
0.145205479452,165.0,17.65
0.145205479452,170.0,13.675
0.145205479452,175.0,10.375
0.145205479452,180.0,7.35
0.145205479452,185.0,4.925
0.145205479452,190.0,3.1
0.145205479452,195.0,1.81
0.145205479452,200.0,1.02
0.145205479452,205.0,0.555
0.145205479452,210.0,0.27
0.145205479452,215.0,0.175
0.145205479452,220.0,0.12
0.145205479452,225.0,0.08
0.145205479452,230.0,0.055
0.145205479452,235.0,0.045
0.145205479452,240.0,0.055
0.145205479452,245.0,0.04
0.145205479452,250.0,0.035
0.145205479452,255.0,0.03
0.145205479452,260.0,0.03
0.145205479452,265.0,0.03
0.145205479452,270.0,0.03
0.145205479452,275.0,0.025
0.145205479452,280.0,0.065
0.298630136986,80.0,99.825
0.298630136986,85.0,94.85
0.298630136986,90.0,89.8
0.298630136986,95.0,84.875
0.298630136986,100.0,80.025
0.298630136986,105.0,74.925
0.298630136986,110.0,70.15
0.298630136986,115.0,65.125
0.298630136986,120.0,60.375
0.298630136986,125.0,55.45
0.298630136986,130.0,51.075
0.298630136986,135.0,45.925
0.298630136986,140.0,41.8
0.298630136986,145.0,36.575
0.298630136986,150.0,32.45
0.298630136986,155.0,27.95
0.298630136986,160.0,23.2
0.298630136986,165.0,19.275
0.298630136986,170.0,16.025
0.298630136986,175.0,12.7
0.298630136986,180.0,9.775
0.298630136986,185.0,7.325
0.298630136986,190.0,5.275
0.298630136986,195.0,3.65
0.298630136986,200.0,2.475
0.298630136986,205.0,1.595
0.298630136986,210.0,1.025
0.298630136986,215.0,0.65
0.298630136986,220.0,0.41
0.298630136986,225.0,0.3
0.298630136986,230.0,0.2
0.298630136986,235.0,0.14
0.298630136986,240.0,0.1
0.298630136986,245.0,0.1
0.298630136986,250.0,0.06
0.298630136986,255.0,0.05
0.298630136986,260.0,0.065
0.298630136986,265.0,0.045
0.298630136986,270.0,0.04
0.298630136986,275.0,0.04
0.298630136986,280.0,0.04
0.298630136986,285.0,0.035
0.298630136986,290.0,0.035
0.298630136986,295.0,0.035
0.298630136986,300.0,0.03
0.547945205479,95.0,85.125
0.547945205479,100.0,80.225
0.547945205479,105.0,75.35
0.547945205479,110.0,70.625
0.547945205479,115.0,65.675
0.547945205479,120.0,61.15
0.547945205479,125.0,56.275
0.547945205479,130.0,51.525
0.547945205479,135.0,46.975
0.547945205479,140.0,42.55
0.547945205479,145.0,38.475
0.547945205479,150.0,34.075
0.547945205479,155.0,29.4
0.547945205479,160.0,25.75
0.547945205479,165.0,21.85
0.547945205479,170.0,18.7
0.547945205479,175.0,15.75
0.547945205479,180.0,12.825
0.547945205479,185.0,10.35
0.547945205479,190.0,8.025
0.547945205479,195.0,6.25
0.547945205479,200.0,4.75
0.547945205479,205.0,3.525
0.547945205479,210.0,2.53
0.547945205479,215.0,1.745
0.547945205479,220.0,1.34
0.547945205479,225.0,0.94
0.547945205479,230.0,0.67
0.547945205479,235.0,0.48
0.547945205479,240.0,0.365
0.547945205479,245.0,0.275
0.547945205479,250.0,0.22
0.547945205479,255.0,0.17
0.547945205479,260.0,0.13
0.547945205479,265.0,0.105
0.547945205479,270.0,0.085
0.547945205479,275.0,0.075
0.547945205479,280.0,0.065
0.547945205479,285.0,0.06
0.547945205479,290.0,0.055
0.547945205479,295.0,0.055
1.31506849315,90.0,90.575
1.31506849315,95.0,85.5
1.31506849315,100.0,81.2
1.31506849315,105.0,76.1
1.31506849315,110.0,71.35
1.31506849315,115.0,67.425
1.31506849315,120.0,62.875
1.31506849315,125.0,58.375
1.31506849315,130.0,54.225
1.31506849315,135.0,50.025
1.31506849315,140.0,46.125
1.31506849315,145.0,41.925
1.31506849315,150.0,38.275
1.31506849315,155.0,34.525
1.31506849315,160.0,31.05
1.31506849315,165.0,27.8
1.31506849315,170.0,24.5
1.31506849315,175.0,21.575
1.31506849315,180.0,19.3
1.31506849315,185.0,16.425
1.31506849315,190.0,14.175
1.31506849315,195.0,12.525
1.31506849315,200.0,10.375
1.31506849315,210.0,7.675
1.31506849315,220.0,5.375
1.31506849315,230.0,3.725
1.31506849315,240.0,2.56
1.31506849315,250.0,1.55
1.31506849315,260.0,0.99
1.31506849315,270.0,0.685
1.31506849315,280.0,0.48
1.31506849315,290.0,0.355
1.31506849315,300.0,0.27
1.31506849315,310.0,0.205
2.31232876712,90.0,91.025
2.31232876712,95.0,86.325
2.31232876712,100.0,81.875
2.31232876712,105.0,77.325
2.31232876712,110.0,73.1
2.31232876712,115.0,69.225
2.31232876712,120.0,65.05
2.31232876712,125.0,61.0
2.31232876712,130.0,57.05
2.31232876712,135.0,53.275
2.31232876712,140.0,49.625
2.31232876712,145.0,45.975
2.31232876712,150.0,42.675
2.31232876712,155.0,39.425
2.31232876712,160.0,36.25
2.31232876712,165.0,33.1
2.31232876712,170.0,30.4
2.31232876712,175.0,27.775
2.31232876712,180.0,27.35
2.31232876712,185.0,22.875
2.31232876712,190.0,20.725
2.31232876712,195.0,19.1
2.31232876712,200.0,16.25
2.31232876712,210.0,13.4
2.31232876712,220.0,10.9
2.31232876712,230.0,10.45
2.31232876712,240.0,6.55
2.31232876712,250.0,4.25
2.31232876712,260.0,4.0
2.31232876712,270.0,3.75
